creator_id,id,title,timestamp,analysis
@MuslimSkeptic,dzi66yHoOyA,FINKELSTEIN HUMILIATES ZIONIST | Haqiqat Show Ep. 60,1748971566.7503428,"{""overall_sentiment_distribution"": {""positive"": 8, ""neutral"": 2, ""negative"": 10}, ""dominant_emotions"": [""anger"", ""pride"", ""sarcasm"", ""joy"", ""gratitude""], ""toxic_comment_count"": 4, ""controversy_score"": 0.85, ""key_topics"": [""Islam and Muslims"", ""Zionism"", ""historical conflicts"", ""media propaganda"", ""Palestinian-Israeli conflict""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""Zionists"", ""Western media"", ""Palestinians"", ""Israel""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Arabic"", ""Urdu""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized with a mix of strong support for Islamic perspectives and harsh criticism of Zionism and Western media. There's a significant presence of gratitude and religious blessings alongside anger and sarcasm, indicating a deeply emotional and contentious discussion. The topics revolve around historical and current conflicts, with a notable emphasis on the Palestinian-Israeli situation and media bias. The section is marked by a high controversy score due to the intense debate and the presence of toxic comments."", ""title"": ""FINKELSTEIN HUMILIATES ZIONIST | Haqiqat Show Ep. 60"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,SyB6dj0kkxU,THE END OF JORDAN PETERSON | Haqiqat Show Ep. 59,1748971583.229791,"{""overall_sentiment_distribution"": {""positive"": 4, ""neutral"": 3, ""negative"": 15}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""disappointment"", ""pride""], ""toxic_comment_count"": 5, ""controversy_score"": 0.85, ""key_topics"": [""religion and atheism"", ""Jordan Peterson critique"", ""nationalism and identity"", ""feminism and evolution"", ""media bias and representation""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""Christians"", ""Atheists"", ""Jordan Peterson"", ""feminists""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Arabic""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with a strong negative sentiment towards Jordan Peterson, alongside discussions on religion, atheism, and critiques of feminism and media representation. There's a notable presence of toxic comments and sarcasm, indicating a contentious and emotionally charged environment."", ""title"": ""THE END OF JORDAN PETERSON | Haqiqat Show Ep. 59"", ""uploader_id"": ""@MuslimSkeptic""}"
@smiletojannah,yzkkzt595WE,Random Student Just Ended Charlie Kirk’s Career,1748971598.593676,"{""overall_sentiment_distribution"": {""positive"": 4, ""neutral"": 2, ""negative"": 14}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""joy"", ""disgust""], ""toxic_comment_count"": 8, ""controversy_score"": 0.85, ""key_topics"": [""Israel-Palestine conflict"", ""religious criticism"", ""Charlie Kirk"", ""moral high ground"", ""propaganda"", ""nationalism"", ""truth and misinformation""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""Christians"", ""Zionists"", ""Israel"", ""Palestine"", ""Charlie Kirk"", ""Hamas""], ""sarcasm_detected"": true, ""languages_detected"": [""English""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with a strong negative sentiment, dominated by discussions on the Israel-Palestine conflict, criticism of Charlie Kirk, and religious debates. There's a significant presence of toxic comments, sarcasm, and a high level of controversy. The discourse reflects deep divisions and strong emotions, with frequent mentions of various groups and biases."", ""title"": ""Random Student Just Ended Charlie Kirk\u2019s Career"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,FfV434-TN7Q,Charlie Kirk’s Islam Rant BACKFIRES (Muslim Response),1748971615.670961,"{""overall_sentiment_distribution"": {""positive"": 8, ""neutral"": 3, ""negative"": 14}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""joy"", ""disgust""], ""toxic_comment_count"": 7, ""controversy_score"": 0.85, ""key_topics"": [""Islam and West compatibility"", ""criticism of Charlie Kirk"", ""religious nationalism"", ""media bias"", ""immigration""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""Christians"", ""West"", ""Charlie Kirk"", ""Israel""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Arabic""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized with a strong presence of religious and nationalistic sentiments. There's significant criticism towards Charlie Kirk and the West, alongside defense of Islamic values. The tone ranges from supportive and joyful to angry and sarcastic, with a notable amount of toxicity. The discussion is deeply entrenched in debates over Islam's compatibility with Western values, media bias, and immigration."", ""title"": ""Charlie Kirk\u2019s Islam Rant BACKFIRES (Muslim Response)"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,g0QYWoh8hsM,Congressman Goes UNHINGED On GAZA (Reaction),1748971633.653569,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 27}, ""dominant_emotions"": [""anger"", ""disgust"", ""hate""], ""toxic_comment_count"": 20, ""controversy_score"": 0.9, ""key_topics"": [""genocide"", ""Zionism"", ""Palestine-Israel conflict"", ""US foreign policy"", ""media bias""], ""frequent_bias_or_group_mentions"": [""Zionists"", ""Israel"", ""Palestinians"", ""US Navy"", ""Hamas""], ""sarcasm_detected"": false, ""languages_detected"": [""English"", ""Arabic""], ""spam_comment_count"": 0, ""summary"": ""The comment section is overwhelmingly negative, with a high level of toxicity and controversy. Dominant emotions include anger, disgust, and hate, directed primarily towards Zionists, Israel, and US foreign policy. Key topics revolve around accusations of genocide, the Palestine-Israel conflict, and criticism of media bias. The comments reflect a deep polarization and strong condemnation of perceived injustices, with frequent mentions of specific groups and nationalities. There is no detected sarcasm, and the language used is primarily English with some Arabic."", ""title"": ""Congressman Goes UNHINGED On GAZA (Reaction)"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,7_5WdJlXKLo,Pakistan Blames India For School Bus Explosion,1748971648.6806982,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 2, ""negative"": 13}, ""dominant_emotions"": [""anger"", ""national pride"", ""sarcasm"", ""joy""], ""toxic_comment_count"": 8, ""controversy_score"": 0.85, ""key_topics"": [""nationalism"", ""India-Pakistan relations"", ""terrorism"", ""propaganda"", ""religious solidarity""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Hindus"", ""Baloch"", ""Zionists"", ""Hamas""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Arabic""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with strong expressions of national pride, particularly from Pakistani supporters, and significant criticism towards India and Hindus. There's a notable presence of toxic comments, sarcasm, and a high level of controversy surrounding India-Pakistan relations, terrorism accusations, and propaganda. The discussion also touches on religious solidarity and the deportation of Indian nationals from Middle Eastern countries."", ""title"": ""Pakistan Blames India For School Bus Explosion"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,pOIEdCZvbrQ,The World Is Turning On Israel,1748971666.183014,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 21}, ""dominant_emotions"": [""anger"", ""fear"", ""sadness"", ""hope""], ""toxic_comment_count"": 15, ""controversy_score"": 0.9, ""key_topics"": [""Israel-Palestine conflict"", ""biblical prophecy"", ""colonialism"", ""human rights violations"", ""international politics""], ""frequent_bias_or_group_mentions"": [""Israel"", ""Palestine"", ""Britain"", ""France"", ""Canada"", ""USA"", ""Allah"", ""Netanyahu""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Spanish"", ""French"", ""Arabic"", ""Italian""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized and emotionally charged, with a strong presence of anger and fear, particularly around the Israel-Palestine conflict. There's a significant amount of toxicity, with many comments expressing strong anti-Israel sentiments and accusations of war crimes. Biblical prophecies and colonial histories are frequently cited to support arguments. The controversy score is high, indicating a deeply divided and contentious discussion. Languages used include English, Spanish, French, Arabic, and Italian, reflecting a diverse but predominantly negative engagement with the topic."", ""title"": ""The World Is Turning On Israel"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,#NAME?,BBC Cancels Gary Lineker Over “Anti-Semitic” Emoji,1748971681,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 2, ""negative"": 18}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""joy"", ""frustration""], ""toxic_comment_count"": 10, ""controversy_score"": 0.85, ""key_topics"": [""Zionism"", ""media bias"", ""free speech"", ""genocide"", ""Islam"", ""BBC"", ""Gary Lineker""], ""frequent_bias_or_group_mentions"": [""Zionists"", ""BBC"", ""Muslims"", ""Jews"", ""Gary Lineker""], ""sarcasm_detected"": true, ""languages_detected"": [""English""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized, with a strong presence of negative sentiment, particularly around topics of Zionism, media bias, and free speech. There's a significant amount of toxicity and sarcasm, with frequent mentions of the BBC and Gary Lineker. The discussion is emotionally charged, reflecting deep divisions and strong opinions on the issues at hand."", ""title"": ""BBC Cancels Gary Lineker Over \u201cAnti-Semitic\u201d Emoji"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,0UtHedAXIkA,Indians Finally Admit Pakistan Won,1748971696.381715,"{""overall_sentiment_distribution"": {""positive"": 3, ""neutral"": 2, ""negative"": 20}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""national pride"", ""disgust""], ""toxic_comment_count"": 15, ""controversy_score"": 0.85, ""key_topics"": [""military conflict between India and Pakistan"", ""nationalism"", ""propaganda and disinformation"", ""international relations"", ""political leadership""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""China"", ""Modi"", ""Trump"", ""BJP""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized, with a strong presence of negative sentiment and toxicity, primarily revolving around the military and political conflict between India and Pakistan. National pride and sarcasm are prevalent, alongside significant mentions of international relations and criticism of political leaders. The discussion is emotionally charged, with a high controversy score indicating deep divisions among commenters."", ""title"": ""Indians Finally Admit Pakistan Won"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,7tqYgfhCwb4,Indians Declare WAR on Aamir Khan,1748971713.3442051,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 2, ""negative"": 18}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""joy"", ""sadness""], ""toxic_comment_count"": 10, ""controversy_score"": 0.85, ""key_topics"": [""India-Pakistan relations"", ""religious tolerance"", ""media bias"", ""nationalism"", ""Bollywood""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""Hindus"", ""Indians"", ""Pakistanis"", ""Turks"", ""BJP"", ""RSS""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized, with a strong presence of negative sentiment, particularly around topics of India-Pakistan relations, religious tolerance, and media bias. Sarcasm and anger are prevalent, alongside a notable amount of toxicity. There's a significant focus on Bollywood and political figures, with a mix of national pride and criticism. The discussion reflects deep-seated controversies and a wide range of emotions, from joy to sadness, highlighting the complex dynamics at play."", ""title"": ""Indians Declare WAR on Aamir Khan"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,1suta8hYDxo,India Couldn’t Handle Pakistan’s Cyber War,1748971729.5453708,"{""overall_sentiment_distribution"": {""positive"": 10, ""neutral"": 3, ""negative"": 8}, ""dominant_emotions"": [""pride"", ""anger"", ""joy"", ""sarcasm""], ""toxic_comment_count"": 5, ""controversy_score"": 0.85, ""key_topics"": [""nationalism"", ""religion"", ""cyber warfare"", ""media bias"", ""terrorism""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Muslim Ummah"", ""Hindutva"", ""Turkey""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Arabic""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with strong expressions of national pride, particularly from Pakistani commenters, alongside significant criticism and sarcasm directed towards India and its policies. There's a notable presence of religious solidarity among Muslims, as well as contentious discussions on terrorism and media bias. The section is marked by a high level of toxicity and controversy, with a minor presence of spam."", ""title"": ""India Couldn\u2019t Handle Pakistan\u2019s Cyber War"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,Ojm4C0qwhMM,Christian Pilot Crushed India; Hero in Pakistan,1748971747.6702569,"{""overall_sentiment_distribution"": {""positive"": 8, ""neutral"": 3, ""negative"": 5}, ""dominant_emotions"": [""pride"", ""joy"", ""anger"", ""sarcasm""], ""toxic_comment_count"": 3, ""controversy_score"": 0.8, ""key_topics"": [""nationalism"", ""religion"", ""military"", ""international relations"", ""social media misinformation""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Hindus"", ""Israelis"", ""Baluch"", ""Modi"", ""Pakistan Army"", ""Pakistan Air Force""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Indonesian"", ""Arabic""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with a strong sense of national pride among Pakistanis, alongside significant controversy involving India and other nations. Emotions range from joy and love to anger and sarcasm, with a notable presence of toxic comments. The discussion spans nationalism, religion, military achievements, and international relations, with a mix of supportive and derogatory remarks towards various groups and countries."", ""title"": ""Christian Pilot Crushed India; Hero in Pakistan"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,ItK0890LP-g,India’s MELTDOWN Against Turkey,1748971762.767314,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 3, ""negative"": 12}, ""dominant_emotions"": [""anger"", ""pride"", ""sarcasm"", ""joy""], ""toxic_comment_count"": 6, ""controversy_score"": 0.85, ""key_topics"": [""nationalism"", ""religious unity"", ""international relations"", ""historical support"", ""tourism""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""T\u00fcrkiye"", ""China"", ""Muslims""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""French"", ""Turkish""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized, with strong expressions of national pride and solidarity among Pakistan, T\u00fcrkiye, and the broader Muslim community. There's significant criticism towards India, including sarcastic and toxic remarks. The discussion also touches on historical support, religious unity, and the impact of tourism, reflecting a complex interplay of emotions and biases."", ""title"": ""India\u2019s MELTDOWN Against Turkey"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,dIAMoGzeut0,USA Just Turned on Israel- It’s Getting Ugly,1748971775,"{""overall_sentiment_distribution"": {""positive"": 0, ""neutral"": 1, ""negative"": 0}, ""dominant_emotions"": [""curiosity"", ""skepticism""], ""toxic_comment_count"": 0, ""controversy_score"": 0.5, ""key_topics"": [""political strategy"", ""voter perception"", ""genuineness of actions""], ""frequent_bias_or_group_mentions"": [""Trump"", ""voters""], ""sarcasm_detected"": false, ""languages_detected"": [""English""], ""spam_comment_count"": 0, ""summary"": ""The comment section reflects a neutral to skeptical inquiry into the motivations behind a political figure's actions, with a focus on understanding voter dynamics and the authenticity of political strategies."", ""title"": ""USA Just Turned on Israel- It\u2019s Getting Ugly"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,feMoy5ioaeU,The Internet HATES India After What They Did,1748971786.829207,"{""overall_sentiment_distribution"": {""positive"": 1, ""neutral"": 0, ""negative"": 0}, ""dominant_emotions"": [""support""], ""toxic_comment_count"": 0, ""controversy_score"": 0.0, ""key_topics"": [""support for creator""], ""frequent_bias_or_group_mentions"": [""Patreon""], ""sarcasm_detected"": false, ""languages_detected"": [""English""], ""spam_comment_count"": 1, ""summary"": ""The comment is positive, aiming to support the creator through Patreon, but it also counts as spam due to the external link."", ""title"": ""The Internet HATES India After What They Did"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,Slx5ZH5NZBM,India Begs To Stop After Humiliation,1748971801.151791,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 2, ""negative"": 18}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""joy"", ""national pride""], ""toxic_comment_count"": 10, ""controversy_score"": 0.9, ""key_topics"": [""India-Pakistan relations"", ""nationalism"", ""religion"", ""media bias"", ""military conflicts""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Israel"", ""Muslim Ummah"", ""Kashmir""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Arabic""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized with a strong presence of nationalistic sentiments, particularly between India and Pakistan. There's a significant amount of toxicity, sarcasm, and religious references, indicating a deeply divided and emotionally charged discussion. The controversy score is high, reflecting the contentious nature of the topics discussed."", ""title"": ""India Begs To Stop After Humiliation"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,aGkNouIMzFY,India Took Over Pakistan In 1 Night...,1748971822,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 22}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""disgust""], ""toxic_comment_count"": 18, ""controversy_score"": 0.9, ""key_topics"": [""India-Pakistan relations"", ""Modi and BJP criticism"", ""fake news"", ""religious nationalism""], ""frequent_bias_or_group_mentions"": [""India"", ""Pakistan"", ""Modi"", ""BJP"", ""Muslims"", ""China""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Chinese""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized and negative, with a strong focus on criticizing India, its media, and political leadership. There's a significant presence of toxic comments, sarcasm, and religious nationalism, indicating a deeply contentious and emotionally charged discussion."", ""title"": ""India Took Over Pakistan In 1 Night..."", ""uploader_id"": ""@smiletojannah""}"
