creator_id,id,title,timestamp,analysis
@smiletojannah,1suta8hYDxo,India Couldn’t Handle Pakistan’s Cyber War,1748971730,"{""overall_sentiment_distribution"": {""positive"": 10, ""neutral"": 3, ""negative"": 8}, ""dominant_emotions"": [""pride"", ""anger"", ""joy"", ""sarcasm""], ""toxic_comment_count"": 5, ""controversy_score"": 0.85, ""key_topics"": [""nationalism"", ""religion"", ""cyber warfare"", ""media bias"", ""terrorism""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Muslim Ummah"", ""Hindutva"", ""Turkey""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Arabic""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with strong expressions of national pride, particularly from Pakistani commenters, alongside significant criticism and sarcasm directed towards India and its policies. There's a notable presence of religious solidarity among Muslims, as well as contentious discussions on terrorism and media bias. The section is marked by a high level of toxicity and controversy, with a minor presence of spam."", ""title"": ""India Couldn\u2019t Handle Pakistan\u2019s Cyber War"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,Ojm4C0qwhMM,Christian Pilot Crushed India; Hero in Pakistan,1748971748,"{""overall_sentiment_distribution"": {""positive"": 8, ""neutral"": 3, ""negative"": 5}, ""dominant_emotions"": [""pride"", ""joy"", ""anger"", ""sarcasm""], ""toxic_comment_count"": 3, ""controversy_score"": 0.8, ""key_topics"": [""nationalism"", ""religion"", ""military"", ""international relations"", ""social media misinformation""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Hindus"", ""Israelis"", ""Baluch"", ""Modi"", ""Pakistan Army"", ""Pakistan Air Force""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Indonesian"", ""Arabic""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with a strong sense of national pride among Pakistanis, alongside significant controversy involving India and other nations. Emotions range from joy and love to anger and sarcasm, with a notable presence of toxic comments. The discussion spans nationalism, religion, military achievements, and international relations, with a mix of supportive and derogatory remarks towards various groups and countries."", ""title"": ""Christian Pilot Crushed India; Hero in Pakistan"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,ItK0890LP-g,India’s MELTDOWN Against Turkey,1748971763,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 3, ""negative"": 12}, ""dominant_emotions"": [""anger"", ""pride"", ""sarcasm"", ""joy""], ""toxic_comment_count"": 6, ""controversy_score"": 0.85, ""key_topics"": [""nationalism"", ""religious unity"", ""international relations"", ""historical support"", ""tourism""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""T\u00fcrkiye"", ""China"", ""Muslims""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""French"", ""Turkish""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized, with strong expressions of national pride and solidarity among Pakistan, T\u00fcrkiye, and the broader Muslim community. There's significant criticism towards India, including sarcastic and toxic remarks. The discussion also touches on historical support, religious unity, and the impact of tourism, reflecting a complex interplay of emotions and biases."", ""title"": ""India\u2019s MELTDOWN Against Turkey"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,dIAMoGzeut0,USA Just Turned on Israel- It’s Getting Ugly,1748971775,"{""overall_sentiment_distribution"": {""positive"": 0, ""neutral"": 1, ""negative"": 0}, ""dominant_emotions"": [""curiosity"", ""skepticism""], ""toxic_comment_count"": 0, ""controversy_score"": 0.5, ""key_topics"": [""political strategy"", ""voter perception"", ""genuineness of actions""], ""frequent_bias_or_group_mentions"": [""Trump"", ""voters""], ""sarcasm_detected"": false, ""languages_detected"": [""English""], ""spam_comment_count"": 0, ""summary"": ""The comment section reflects a neutral to skeptical inquiry into the motivations behind a political figure's actions, with a focus on understanding voter dynamics and the authenticity of political strategies."", ""title"": ""USA Just Turned on Israel- It\u2019s Getting Ugly"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,feMoy5ioaeU,The Internet HATES India After What They Did,1748971787,"{""overall_sentiment_distribution"": {""positive"": 1, ""neutral"": 0, ""negative"": 0}, ""dominant_emotions"": [""support""], ""toxic_comment_count"": 0, ""controversy_score"": 0.0, ""key_topics"": [""support for creator""], ""frequent_bias_or_group_mentions"": [""Patreon""], ""sarcasm_detected"": false, ""languages_detected"": [""English""], ""spam_comment_count"": 1, ""summary"": ""The comment is positive, aiming to support the creator through Patreon, but it also counts as spam due to the external link."", ""title"": ""The Internet HATES India After What They Did"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,Slx5ZH5NZBM,India Begs To Stop After Humiliation,1748971801,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 2, ""negative"": 18}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""joy"", ""national pride""], ""toxic_comment_count"": 10, ""controversy_score"": 0.9, ""key_topics"": [""India-Pakistan relations"", ""nationalism"", ""religion"", ""media bias"", ""military conflicts""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Israel"", ""Muslim Ummah"", ""Kashmir""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Arabic""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized with a strong presence of nationalistic sentiments, particularly between India and Pakistan. There's a significant amount of toxicity, sarcasm, and religious references, indicating a deeply divided and emotionally charged discussion. The controversy score is high, reflecting the contentious nature of the topics discussed."", ""title"": ""India Begs To Stop After Humiliation"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,aGkNouIMzFY,India Took Over Pakistan In 1 Night...,1748971822,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 22}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""disgust""], ""toxic_comment_count"": 18, ""controversy_score"": 0.9, ""key_topics"": [""India-Pakistan relations"", ""Modi and BJP criticism"", ""fake news"", ""religious nationalism""], ""frequent_bias_or_group_mentions"": [""India"", ""Pakistan"", ""Modi"", ""BJP"", ""Muslims"", ""China""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Chinese""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized and negative, with a strong focus on criticizing India, its media, and political leadership. There's a significant presence of toxic comments, sarcasm, and religious nationalism, indicating a deeply contentious and emotionally charged discussion."", ""title"": ""India Took Over Pakistan In 1 Night..."", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,4XaMJrS9DvY,Pakistan Just Humiliated India on the World Stage,1748971840,"{""overall_sentiment_distribution"": {""positive"": 4, ""neutral"": 2, ""negative"": 14}, ""dominant_emotions"": [""anger"", ""pride"", ""sarcasm"", ""joy""], ""toxic_comment_count"": 8, ""controversy_score"": 0.85, ""key_topics"": [""India-Pakistan relations"", ""military capabilities"", ""political manipulation"", ""nationalism"", ""terrorism""], ""frequent_bias_or_group_mentions"": [""India"", ""Pakistan"", ""Modi"", ""China"", ""BJP""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with a strong presence of nationalistic sentiments, particularly from Pakistani commentators. There is a significant amount of criticism directed towards India, its political leadership, and military capabilities, alongside sarcastic and toxic remarks. The discussion also touches on geopolitical tensions, terrorism, and the role of China in supporting Pakistan. The overall tone is confrontational, with a high controversy score indicating deep divisions among commentators."", ""title"": ""Pakistan Just Humiliated India on the World Stage"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,6xhUFLlG_58,"India Banned Me – Now They're Targeting Children, Women & Mosques in Pakistan",1748971854,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 17}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""pride""], ""toxic_comment_count"": 10, ""controversy_score"": 0.9, ""key_topics"": [""censorship"", ""nationalism"", ""terrorism"", ""media bias"", ""international relations""], ""frequent_bias_or_group_mentions"": [""India"", ""Pakistan"", ""terrorism"", ""Modi"", ""Pakistani army""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized with a strong negative sentiment, dominated by discussions on nationalism, terrorism, and media censorship. There's a significant amount of toxicity and sarcasm, reflecting deep-seated tensions between India and Pakistan. The controversy score is high, indicating a heated debate with little common ground."", ""title"": ""India Banned Me \u2013 Now They're Targeting Children, Women & Mosques in Pakistan"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,x84vLClrXHw,India Got Attacked… So They Banned TV Shows 🤡,1748971870,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 21}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""joy"", ""disgust""], ""toxic_comment_count"": 15, ""controversy_score"": 0.9, ""key_topics"": [""Kashmir conflict"", ""India-Pakistan relations"", ""Hindu nationalism"", ""political leadership"", ""religious sentiments"", ""media bias"", ""international politics""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Modi"", ""Hindutva"", ""Muslims"", ""Zionism"", ""Palestine""], ""sarcasm_detected"": true, ""languages_detected"": [""English""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized and emotionally charged, with a strong presence of negative sentiment, particularly anger and sarcasm, directed towards political figures and national identities. There's a significant amount of toxicity, with comments often mocking or disparaging individuals and groups. The discussion revolves around the India-Pakistan conflict, religious and political ideologies, and media representation, indicating a high level of controversy and division among commenters."", ""title"": ""India Got Attacked\u2026 So They Banned TV Shows \ud83e\udd21"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,JTcydTXWh6A,Livestream Q&A- Ask Me Anything,1748971884,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 2, ""negative"": 1}, ""dominant_emotions"": [""joy"", ""curiosity"", ""concern""], ""toxic_comment_count"": 0, ""controversy_score"": 0.3, ""key_topics"": [""video content requests"", ""Islamic teachings"", ""community issues"", ""technical inquiries""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""Turkish speakers"", ""UK community""], ""sarcasm_detected"": false, ""languages_detected"": [""English"", ""Turkish""], ""spam_comment_count"": 0, ""summary"": ""The comment section is largely positive, with viewers expressing appreciation for the content and asking for more. There are inquiries about video production, requests for Turkish translations, and discussions on Islamic teachings. A notable concern is raised about the silence of Muslim scholars on specific community issues. The overall tone is supportive and inquisitive, with a strong sense of community and shared faith."", ""title"": ""Livestream Q&A- Ask Me Anything"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,IsqAu9bt9tI,LIVE Q&A- SATURDAY CHILL SESSION,1748971897,"{""overall_sentiment_distribution"": {""positive"": 4, ""neutral"": 3, ""negative"": 3}, ""dominant_emotions"": [""joy"", ""anger"", ""disgust""], ""toxic_comment_count"": 2, ""controversy_score"": 0.6, ""key_topics"": [""religion"", ""education"", ""streaming services"", ""cultural identity"", ""relationships""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""Ex muslims"", ""Hindutva"", ""Pakistani""], ""sarcasm_detected"": true, ""languages_detected"": [""English""], ""spam_comment_count"": 0, ""summary"": ""The comment section displays a mix of positive support, critical opinions, and sarcastic remarks. Topics range from religious identity and practices to critiques of content and personal habits. There's a notable presence of toxic comments and a moderate level of controversy, with discussions on cultural and religious identities being prominent."", ""title"": ""LIVE Q&A- SATURDAY CHILL SESSION"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,jGSm0wWxhxw,First Ever Solo Livestream Q&A,1748971916,"{""overall_sentiment_distribution"": {""positive"": 8, ""neutral"": 3, ""negative"": 2}, ""dominant_emotions"": [""love"", ""excitement"", ""disappointment"", ""support"", ""pride""], ""toxic_comment_count"": 0, ""controversy_score"": 0.3, ""key_topics"": [""Islamic scholarship"", ""historical achievements of Muslims"", ""Palestine"", ""Shia-Sunni relations"", ""Andrew Tate"", ""livestream notifications""], ""frequent_bias_or_group_mentions"": [""Shia"", ""Sunni"", ""Palestine"", ""Indian govt."", ""Andrew Tate""], ""sarcasm_detected"": false, ""languages_detected"": [""English""], ""spam_comment_count"": 0, ""summary"": ""The comment section is overwhelmingly positive, filled with expressions of love, support, and excitement for the content creator. There's a strong sense of community and shared interest in Islamic scholarship, historical achievements, and current issues affecting Muslims worldwide. A few comments express disappointment over missing livestreams or seek clarification on certain topics, but the overall tone is supportive and engaging."", ""title"": ""First Ever Solo Livestream Q&A"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,NbpK63NPvC0,Was Khabib Rude For This? 😅,1748971931,"{""overall_sentiment_distribution"": {""positive"": 4, ""neutral"": 5, ""negative"": 11}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""joy"", ""frustration""], ""toxic_comment_count"": 6, ""controversy_score"": 0.85, ""key_topics"": [""gender separation in Islam"", ""cultural differences in greetings"", ""nationalism"", ""religion and customs"", ""criticism of European norms""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""Europeans"", ""Christians"", ""Pakistanis"", ""Indians""], ""sarcasm_detected"": true, ""languages_detected"": [""English""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized, with a strong presence of negative sentiment due to discussions on cultural and religious practices, particularly around gender separation in Islam and criticism of European customs. There's notable sarcasm and toxicity, alongside some positive remarks. The controversy score is high, reflecting the divisive nature of the topics discussed."", ""title"": ""Was Khabib Rude For This? \ud83d\ude05"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,xGwtHZZ00GE,He Earned Every Hit 💢,1748971947,"{""overall_sentiment_distribution"": {""positive"": 15, ""neutral"": 5, ""negative"": 10}, ""dominant_emotions"": [""joy"", ""anger"", ""pride""], ""toxic_comment_count"": 5, ""controversy_score"": 0.8, ""key_topics"": [""Irish support for Palestine"", ""criticism of Israel"", ""Islamic and Irish solidarity""], ""frequent_bias_or_group_mentions"": [""Irish"", ""Israel"", ""Palestine"", ""Islamic countries""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu""], ""spam_comment_count"": 0, ""summary"": ""The comment section is overwhelmingly positive towards Irish people and their support for Palestine, with a significant amount of criticism directed at Israel. There's a strong sense of solidarity between Islamic countries and Ireland, with emotions ranging from joy and pride to anger. The section is highly polarized with a notable presence of sarcasm and a high controversy score due to the sensitive nature of the topics discussed."", ""title"": ""He Earned Every Hit \ud83d\udca2"", ""uploader_id"": ""@smiletojannah""}"
@smiletojannah,fdwsNbbrGbo,😳 That Comeback Was Illegal,1748971962,"{""overall_sentiment_distribution"": {""positive"": 10, ""neutral"": 5, ""negative"": 8}, ""dominant_emotions"": [""joy"", ""anger"", ""sarcasm""], ""toxic_comment_count"": 4, ""controversy_score"": 0.85, ""key_topics"": [""religion and belief"", ""academia and knowledge"", ""national and religious identity""], ""frequent_bias_or_group_mentions"": [""Muslims"", ""atheists"", ""Pakistan"", ""Iran"", ""Palestine""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Arabic""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized with a strong presence of religious and national identity themes. Emotions range from joy and love to anger and sarcasm, with a notable level of controversy and some toxicity. The discussion heavily revolves around religious beliefs, the credibility of academia, and national pride, with a mix of supportive and critical viewpoints."", ""title"": ""\ud83d\ude33 That Comeback Was Illegal"", ""uploader_id"": ""@smiletojannah""}"
@thedeshbhakt,0TVGXqou4es,Did Foreign Minister Jaishankar's Arrogance Isolate India During Operation Sindoor? | Akash Banerjee,1748972228,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 27}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""pride"", ""disgust""], ""toxic_comment_count"": 15, ""controversy_score"": 0.9, ""key_topics"": [""India-Pakistan relations"", ""military conflicts"", ""diplomatic isolation"", ""media bias"", ""nationalism""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Indian military"", ""Pakistani military"", ""Modi"", ""Jaishankar""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized with a strong negative sentiment, dominated by discussions on India-Pakistan relations, military conflicts, and diplomatic issues. There's a significant amount of toxicity, with sarcasm and anger being prevalent emotions. The comments reflect deep divisions and a high level of controversy, with frequent mentions of nationalistic and military topics."", ""title"": ""Did Foreign Minister Jaishankar's Arrogance Isolate India During Operation Sindoor? | Akash Banerjee"", ""uploader_id"": ""@thedeshbhakt""}"
@thedeshbhakt,iQnIHqC0ZyQ,Did India Avoid A Nuclear War With Pakistan? | Can Modi Change The Narrative Now? | Akash Banerjee,1748972244,"{""overall_sentiment_distribution"": {""positive"": 4, ""neutral"": 3, ""negative"": 20}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""nationalism""], ""toxic_comment_count"": 12, ""controversy_score"": 0.85, ""key_topics"": [""India-Pakistan relations"", ""media bias"", ""national security"", ""population control"", ""government policies""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Modi"", ""Godi Media"", ""Chinese Technology""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Hindi"", ""Urdu""], ""spam_comment_count"": 2, ""summary"": ""The comment section is highly polarized with a strong presence of nationalism and criticism towards media and government policies. There's a significant amount of toxicity and sarcasm, especially in discussions about India-Pakistan relations. The controversy score is high due to the divisive nature of the comments. Key topics include media bias, national security, and population control, with frequent mentions of Pakistan, India, and Modi. The languages used are primarily English, Hindi, and Urdu, with a couple of spam comments detected."", ""title"": ""Did India Avoid A Nuclear War With Pakistan? | Can Modi Change The Narrative Now? | Akash Banerjee"", ""uploader_id"": ""@thedeshbhakt""}"
@thedeshbhakt,tbe4PMj6ht8,Did PM Modi Snatch Defeat From Jaws Of Victory? | Why Give Up India's Advantage? | Akash Banerjee,1748972260,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 3, ""negative"": 25}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""frustration"", ""nationalism""], ""toxic_comment_count"": 15, ""controversy_score"": 0.9, ""key_topics"": [""India-Pakistan relations"", ""nationalism"", ""government criticism"", ""media bias"", ""war narratives""], ""frequent_bias_or_group_mentions"": [""Modi"", ""Rahul"", ""Pakistan"", ""India"", ""BJP"", ""Congress""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Hindi"", ""Urdu""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with a strong presence of nationalism and criticism towards governments and political figures. There's a significant amount of toxicity, sarcasm, and emotional responses, particularly around India-Pakistan relations and internal Indian politics. The controversy score is high due to the divisive nature of the comments."", ""title"": ""Did PM Modi Snatch Defeat From Jaws Of Victory? | Why Give Up India's Advantage? | Akash Banerjee"", ""uploader_id"": ""@thedeshbhakt""}"
@thedeshbhakt,RljGEIvOUjM,EXPLAINED - India Vs Pakistan Face-Off | How Long Will The 'Pause' Hold? | Akash Banerjee & Ritam,1748972277,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 22}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""disappointment""], ""toxic_comment_count"": 15, ""controversy_score"": 0.9, ""key_topics"": [""India-Pakistan conflict"", ""media bias"", ""military claims"", ""ceasefire"", ""national pride""], ""frequent_bias_or_group_mentions"": [""Indian media"", ""Pakistani Air Force"", ""Modi"", ""Rafale jets""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Urdu"", ""Hindi""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with a strong negative sentiment, dominated by anger and sarcasm. There's significant controversy around the India-Pakistan conflict, with many comments accusing Indian media of bias and misinformation. National pride and military claims are recurrent themes, alongside criticism of political leadership. The presence of toxic comments is high, reflecting deep divisions and emotional investment in the topics discussed."", ""title"": ""EXPLAINED - India Vs Pakistan Face-Off | How Long Will The 'Pause' Hold? | Akash Banerjee & Ritam"", ""uploader_id"": ""@thedeshbhakt""}"
@thedeshbhakt,Ip9XfNHojiE,How Close Is India To An All Out War With Pakistan? | Beyond News TV Tamasha | Akash Banerjee,1748972291,"{""overall_sentiment_distribution"": {""positive"": 0, ""neutral"": 1, ""negative"": 0}, ""dominant_emotions"": [""alertness"", ""patriotism""], ""toxic_comment_count"": 0, ""controversy_score"": 0.5, ""key_topics"": [""media trust"", ""critical thinking"", ""patriotism""], ""frequent_bias_or_group_mentions"": [""news channels"", ""Jai Hind""], ""sarcasm_detected"": false, ""languages_detected"": [""English""], ""spam_comment_count"": 0, ""summary"": ""The comment encourages critical thinking and questions the trust in news channels, with a patriotic tone. It's neutral in sentiment, aiming to alert viewers without toxicity or spam."", ""title"": ""How Close Is India To An All Out War With Pakistan? | Beyond News TV Tamasha | Akash Banerjee"", ""uploader_id"": ""@thedeshbhakt""}"
@thedeshbhakt,G2AQeVwuQ_0,Who's Winning The Global (Mis)Information War? | Operation Sindoor - Day 2 | Akash Banerjee,1748972306,"{""overall_sentiment_distribution"": {""positive"": 1, ""neutral"": 0, ""negative"": 19}, ""dominant_emotions"": [""anger"", ""shame"", ""sarcasm""], ""toxic_comment_count"": 15, ""controversy_score"": 0.9, ""key_topics"": [""India-Pakistan relations"", ""terrorism"", ""media bias"", ""nationalism""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Bangladesh"", ""terrorists"", ""media""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Hindi"", ""Urdu"", ""Bengali""], ""spam_comment_count"": 1, ""summary"": ""The comment section is highly polarized with a strong negative sentiment, dominated by anger and shame. There's significant controversy around India-Pakistan relations, terrorism, and media bias. A high level of toxicity is present, with frequent mentions of nationalism and sarcasm detected across multiple languages."", ""title"": ""Who's Winning The Global (Mis)Information War? | Operation Sindoor - Day 2 | Akash Banerjee"", ""uploader_id"": ""@thedeshbhakt""}"
@thedeshbhakt,ulLja3PF_bM,Why Operation Sindoor REDEFINES How India Will Handle Pakistan Based Terror | Akash Banerjee,1748972321,"{""overall_sentiment_distribution"": {""positive"": 0, ""neutral"": 2, ""negative"": 28}, ""dominant_emotions"": [""anger"", ""sarcasm"", ""disappointment""], ""toxic_comment_count"": 20, ""controversy_score"": 0.9, ""key_topics"": [""India-Pakistan conflict"", ""media bias"", ""nationalism"", ""terrorism"", ""ceasefire""], ""frequent_bias_or_group_mentions"": [""Pakistan"", ""India"", ""Modi"", ""RAW"", ""BJP""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Hindi"", ""Urdu""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized and emotionally charged, with a strong focus on the India-Pakistan conflict. There is widespread criticism of media bias, nationalism, and the actions of political figures. The tone is predominantly negative, with a high level of toxicity and sarcasm. Comments reflect deep divisions and a lack of trust between the two nations, with frequent mentions of terrorism, ceasefire, and political manipulation."", ""title"": ""Why Operation Sindoor REDEFINES How India Will Handle Pakistan Based Terror | Akash Banerjee"", ""uploader_id"": ""@thedeshbhakt""}"
@thedeshbhakt,IIMLbe7aIqg,Pt.6 Questioning Pahalgam Security Lapse - A Threat To National Security? | Akash Banerjee & Rishi,1748972338,"{""overall_sentiment_distribution"": {""positive"": 5, ""neutral"": 2, ""negative"": 8}, ""dominant_emotions"": [""anger"", ""pride"", ""sarcasm"", ""joy"", ""frustration""], ""toxic_comment_count"": 4, ""controversy_score"": 0.8, ""key_topics"": [""India-Pakistan conflict"", ""government criticism"", ""media bias"", ""military actions"", ""political satire""], ""frequent_bias_or_group_mentions"": [""Modi"", ""Pakistan"", ""Indian Air Force"", ""Deshbhakt Team"", ""Bollywood""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Hindi"", ""Urdu""], ""spam_comment_count"": 1, ""summary"": ""The comment section reflects a highly polarized and emotionally charged environment, with a mix of national pride, strong criticism of the government and media, and sarcasm. There's significant controversy around the India-Pakistan conflict, with a notable presence of toxic comments and political satire. The discussion also touches on media bias, military actions, and the role of political figures, indicating a deep division among the commenters."", ""title"": ""Pt.6 Questioning Pahalgam Security Lapse - A Threat To National Security? | Akash Banerjee & Rishi"", ""uploader_id"": ""@thedeshbhakt""}"
@thedeshbhakt,gjNMEtgHy6I,Who Crushed India’s Middle Class Dream? | Stagnant Salaries & Record Debt | Akash Banerjee & Adwaith,1748972353,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 17}, ""dominant_emotions"": [""anger"", ""frustration"", ""sarcasm"", ""despair""], ""toxic_comment_count"": 5, ""controversy_score"": 0.85, ""key_topics"": [""middle class struggles"", ""government policies"", ""health insurance"", ""economic downturn"", ""political criticism""], ""frequent_bias_or_group_mentions"": [""Modi"", ""BJP"", ""Adani"", ""Ambani"", ""middle class"", ""poor""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Hindi""], ""spam_comment_count"": 2, ""summary"": ""The comment section is overwhelmingly negative, reflecting deep frustration and anger towards government policies, economic conditions, and the plight of the middle class. There's significant political polarization, with direct criticism of Modi, BJP, and corporate figures like Adani and Ambani. The discussion also touches on health insurance issues, economic struggles, and personal anecdotes of hardship. Toxicity and sarcasm are present, alongside a couple of spam comments."", ""title"": ""Who Crushed India\u2019s Middle Class Dream? | Stagnant Salaries & Record Debt | Akash Banerjee & Adwaith"", ""uploader_id"": ""@thedeshbhakt""}"
@MuslimSkeptic,m6WCpud9Yug,Why Mufti Menk REFUSES to Name Israel,1748973096,"{""overall_sentiment_distribution"": {""positive"": 3, ""neutral"": 2, ""negative"": 25}, ""dominant_emotions"": [""anger"", ""disappointment"", ""sarcasm"", ""pride""], ""toxic_comment_count"": 15, ""controversy_score"": 0.9, ""key_topics"": [""Mufti Menk's credibility"", ""Palestine-Israel conflict"", ""religious leadership"", ""Zionism"", ""Islamic unity""], ""frequent_bias_or_group_mentions"": [""Zionists"", ""Palestinians"", ""Mufti Menk"", ""Israel"", ""Muslims""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Arabic""], ""spam_comment_count"": 0, ""summary"": ""The comment section is highly polarized with a strong negative sentiment towards Mufti Menk, accusing him of not standing up for Palestine and aligning with Zionists. There's a significant amount of toxicity, with comments expressing anger, disappointment, and sarcasm. The discussion revolves around the Palestine-Israel conflict, the role of religious leaders, and the authenticity of Mufti Menk's teachings. The controversy score is high, indicating a deeply divided audience."", ""title"": ""Why Mufti Menk REFUSES to Name Israel"", ""uploader_id"": ""@MuslimSkeptic""}"
@MuslimSkeptic,C-0sENuxciQ,Muslim Zionism: UAE Holds Iftar for Israel,1748973113,"{""overall_sentiment_distribution"": {""positive"": 2, ""neutral"": 1, ""negative"": 27}, ""dominant_emotions"": [""anger"", ""disgust"", ""sarcasm"", ""fear""], ""toxic_comment_count"": 15, ""controversy_score"": 0.9, ""key_topics"": [""UAE-Israel relations"", ""Indian Muslim persecution"", ""Palestinian plight"", ""Islamic unity"", ""Government policies""], ""frequent_bias_or_group_mentions"": [""UAE"", ""Israel"", ""Indian Muslims"", ""Palestinians"", ""Hindu nationalists""], ""sarcasm_detected"": true, ""languages_detected"": [""English"", ""Arabic"", ""Urdu""], ""spam_comment_count"": 2, ""summary"": ""The comment section is highly polarized with a strong negative sentiment, dominated by anger and disgust towards UAE's relations with Israel, the persecution of Indian Muslims, and the plight of Palestinians. There's a significant amount of toxicity, with many comments expressing deep-seated resentment and fear. The discussion is highly controversial, touching on sensitive topics of religious and national identity, with a notable presence of sarcasm and calls for action."", ""title"": ""Muslim Zionism: UAE Holds Iftar for Israel"", ""uploader_id"": ""@MuslimSkeptic""}"
